PHIF,SW,VSH
0.14644675730688886,0.7781998148800848,0.05193864417299049
0.11879932969026256,0.9052229107780909,0.0969263121142366
0.12472851958706002,0.871824060751569,0.09492839026377606
0.11584986507256895,0.9149026742972362,0.10781454573868164
0.11237458012194404,0.9264621979217216,0.11279243444404274
0.11098669519426346,0.9401361305598344,0.121149239448237
0.11747849477632585,0.8315780595990595,0.11518542361911002
0.12036346213906746,0.8333340255809201,0.10301441375471362
0.11711260472637094,0.8280328024954257,0.09754844120435685
0.08592958016908933,0.9552283052913411,0.07804122601087221
0.09428804863879092,0.9513228767754618,0.08839005363983443
0.08574018907737305,0.9526446340125103,0.09174287225729394
0.030781595595888847,0.9711241376120067,0.09559572041164538
0.1497307632761606,0.7205005356934241,0.08015801753278834
0.1502764783697695,0.7172870097800292,0.0713554092751311
0.14858385841167537,0.7386733291504287,0.05990212353306318
0.11656335834808404,0.8328628545832696,0.08005094797228163
0.11882328914698861,0.8259261411729382,0.09139361747824948
0.12820347338311672,0.7481076408478681,0.1015711368138022
0.05780176456608238,0.9408352033506221,0.11117338510101026
0.092672287848817,1.0,0.10831926344943577
0.0925301438106971,1.0,0.10816370319225434
0.08052920534107394,1.0,0.10872704646489974
0.0973762047338222,0.9958607106164321,0.1124724741635262
0.10658898304635761,0.9842970827473758,0.09752740787096725
0.10828201392265578,0.9155994280993374,0.07768241921282432
0.13605006248469073,0.7538594065186087,0.04336926138141253
0.10127431501868761,0.9749957109645088,0.08991177362572578
0.10328518728845884,0.9623845426045308,0.10986051718631545
0.10258457316395836,0.9702109624296446,0.10819674873619911
0.10150674869388815,0.9739950545680673,0.104750751199617
0.09865399702033747,0.9998666968889037,0.10245880072351148
0.08929421597461662,0.9876224880616284,0.09573412769565859
0.10665869446465573,0.9630872084805191,0.10971746768193685
0.11338261685686077,0.9209298865138242,0.10477063826930812
0.11395649331310137,0.9199452972997166,0.10489583628434844
0.10666178864512496,0.9888266544572284,0.11784627461643228
0.10097097648227726,1.0,0.1302677157280664
0.1034635239430374,0.9679624319180707,0.11276056338808674
0.10633683373216833,0.9871804476083641,0.10854453166670984
0.10171614655850104,1.0,0.07796063974669734
0.09457308956375574,1.0,0.0914775478632665
0.09745119403118,1.0,0.10737993003556245
0.1137040711216517,0.9260588670308089,0.10511216203946222
0.12747563166392115,0.8296601171931244,0.09646892956930606
0.1290614654646165,0.8066242710325493,0.09055998587839753
0.115737941226162,0.9062347714276187,0.11337007481373845
0.10354080376206291,0.9610965427079814,0.10920541989644031
0.10098212523140426,0.9965328572589622,0.09942788729762397
0.10910903609438492,0.9256263311981088,0.09863782838615717
0.11402902603460834,0.8936200998389492,0.11041470108137438
0.1148228047979202,0.9207581573984762,0.11727857942886757
0.11096647116575742,0.9412633002841728,0.11772078564465917
0.11383529408162182,0.9246539527423294,0.10264196435397155
0.11370683451859422,0.9213502115881961,0.09239558954319982
0.1217213928214115,0.901947307384855,0.07008729652835044
0.12758196180773426,0.8459772027700331,0.08571454299276032
0.13693808856405856,0.8253861578979863,0.08668055088465598
0.12804950570751272,0.8695237266090183,0.08273760891015966
0.12120638403236171,0.9121447428036454,0.06865675296030838
0.11159474673138908,0.9414935149757888,0.07991965573648246
0.11363126552288436,0.9199452972997166,0.0878479110013341
0.11083373776856652,0.9182418439775387,0.0993186904397361
0.10709407007301322,0.9370518613106695,0.10006794533465893
0.10334925550766685,0.9452732255348435,0.08894749314408318
0.0923376761027282,0.9631475051387387,0.07998069992676105
0.08800641899684944,0.986599298881413,0.07815388048102351
0.08516661394563349,0.9931652111381994,0.07824655556407345
0.08727918974540178,0.9908055196410182,0.080393192698131
0.08982099272889262,0.980842474335671,0.08755531562302896
0.09105168393413554,0.9632830997566975,0.08911464835662355
0.09241140115506838,0.9491966671163339,0.1002440575026515
0.08207714376878467,1.0,0.10251847419353437
0.08614264651446646,0.9866796898018505,0.10872022277259898
0.08987849063652255,0.9869560440667632,0.10728276867123096
0.10123908480981281,0.9427569974772979,0.09331085736130212
0.10626967899140623,0.9210741714086548,0.0838909972447977
0.10327553045532667,0.9299444023831902,0.07829177181044239
0.11011426008003336,0.9032313869031603,0.07718702858605625
0.10318552387259733,0.9316510917672558,0.07929477564425652
0.09457874042176098,0.9912359443519116,0.10104869541474722
0.08385343326565411,1.0,0.11758302106162183
0.08627295002086374,1.0,0.1211057870041877
0.09882589416843898,0.9705461524096314,0.12649663549528506
0.11357133772446082,0.8786096427645708,0.12421030126096183
0.12365364786080565,0.8313066648320034,0.10337847015098289
0.12002718665127282,0.8624823419544656,0.09519423044173086
0.11410276064066605,0.8772047284760913,0.10342516218750449
0.09869467120846886,0.9724391225298941,0.11307368912355868
0.09118290689410564,0.9965865419931872,0.10727662049573872
0.0826948336575629,1.0,0.09032736270261471
0.09220563118630103,0.9845898980214843,0.0775533194811594
0.10327340919771663,0.9580029902586753,0.07731809581580174
0.11365223392048651,0.8786096427645708,0.07882868213106539
0.11247155988783995,0.8759078896793775,0.07552867265392438
0.10681288102485731,0.9285394880947107,0.07917581580203686
0.09869467120846886,0.9508255390344396,0.0808080229788049
0.08639064860417761,0.9931652111381994,0.0905139023839916
0.08231560860788165,1.0,0.08275824632143636
0.08433895422870524,1.0,0.09511806382052285
0.09220607329517794,0.9506015814048133,0.10542327139310241
0.0947099633817311,0.9491966671163339,0.10742643828453305
0.08968976976892251,0.9862273472761562,0.10943391461200142
0.08250611278996287,1.0,0.11198219840231326
0.07087911790435658,1.0,0.11739513534512976
0.0642725283645818,1.0,0.13776292067110152
0.052935676741385676,1.0,0.14773489894076228
0.05563688550639116,1.0,0.1512323241408955
0.0476935138434746,1.0,0.1572481681524472
0.06305065210039737,0.995148924261942,0.15723171860998492
0.06346400706010628,0.9961314773278958,0.14962228035437064
0.0748241169954966,0.9954567427686419,0.14742272539119547
0.08225719124667888,0.9759483058235485,0.1518937971047272
0.08958353604148292,0.9327965534372182,0.14329414680791552
0.09241140115506838,0.9323081990605662,0.13346415705114847
0.0803268053103281,0.9869822022980237,0.11229123641191135
0.06865706155785539,0.9985091792211307,0.10127133973150702
0.06646296451217089,1.0,0.0808072499697588
0.06359431056650355,1.0,0.0918163987473844
0.0706686127938227,1.0,0.09106700733156853
0.06878828451782551,1.0,0.10275583349120555
0.06291942914042725,1.0,0.11061279983566094
0.060533003162982116,1.0,0.11012786295154231
0.058250767243501464,1.0,0.11411611914397758
0.06197562408757361,1.0,0.11260936568302478
0.06602578556642429,1.0,0.11283215883982942
0.06839507910305255,1.0,0.10363265994321116
0.06839507910305255,1.0,0.11253989607520876
0.07357986577951711,0.9592478608070567,0.11273666527572217
0.07881152521638417,0.8963463310785054,0.11415030342763952
0.09258507644043498,0.7292174070469886,0.10327118118973894
0.08244702738435991,0.8370905802767673,0.10566821281975165
0.08007354341715868,0.8356856659882879,0.08705683939430015
0.07376730122552272,0.9352672016281219,0.07680192545499187
0.07356327266678525,0.9360524246404667,0.0668249213238716
0.07036692848467532,0.9989526593867429,0.07566001212476126
0.07010494602987248,0.9972598375752244,0.08040118334332069
0.07384184823431995,0.9490790478544878,0.09190352487213377
0.06809075498020822,0.998437388362996,0.08094505318290596
0.05924156867731589,1.0,0.07257115472753686
0.05055975065089578,1.0,0.06128970042203688
0.054697774416593875,1.0,0.06714674107825674
0.05944687518094585,1.0,0.08059403479629534
0.06628776802122714,1.0,0.11109649225697761
0.06822327724133133,0.9948493279559961,0.11545662476614446
0.06040178020301197,1.0,0.11109649225697761
0.06059050107061205,1.0,0.08366615647663145
0.05924156867731589,1.0,0.07953781152088857
0.054304569001820915,1.0,0.07622876687014318
0.05063429765969303,1.0,0.0804601162987873
0.050170581561800265,1.0,0.07142041305874361
0.054304569001820915,1.0,0.0802490258364297
0.05545540669830132,1.0,0.07866185729850317
0.058250767243501464,0.999712139365161,0.08345508923494388
0.050558451349742795,1.0,0.07891678418752768
0.047299486472244565,1.0,0.07889572932166894
0.045171568169780296,1.0,0.0775834677823212
0.05693091515813008,1.0,0.08075446475088852
0.060644933887343225,0.999522028982405,0.08292175109377631
0.06589456260645415,0.9817474454883381,0.09048268699743389
0.06839377980189958,0.9775693294349954,0.08778979923097047
0.0749982557460006,0.8677401963245155,0.08452025069732819
0.07807217502759688,0.8688923643870369,0.07433529154973606
0.07803037450714398,0.8641724076865395,0.0679000096459827
0.06832053209425532,0.9824242039367493,0.0690355603835999
0.0627141226367973,1.0,0.07137547182898002
0.059110345717345775,1.0,0.07578877121578814
0.06305065210039737,1.0,0.08802758614438644
0.06400924660862599,0.9883497537779047,0.08046097244471218
0.0702361689898426,0.9674289358242413,0.07996563665325249
0.06595123855762706,0.9819904645164451,0.08063099193505327
0.06040178020301197,0.999712139365161,0.08830807389085188
0.05076552061966315,1.0,0.09138011910847083
0.054379116010618136,1.0,0.0807544965268931
0.06032723319421475,0.9994089041519668,0.08003873418074547
0.06595123855762706,0.9811491238973107,0.06894164242112905
0.06850925296185537,0.9780334026331141,0.06868842671262843
0.0701036467287195,0.9612559373974694,0.07476239307043231
0.060533003162982116,0.999712139365161,0.08036868567853936
0.0473740334810418,1.0,0.0876427186090511
0.04686123001440955,1.0,0.08121075217740514
0.05078121800684017,0.9973389880637954,0.08089735905063594
0.05732651156315126,0.9933968513337543,0.08242940887032765
0.05280491724655295,0.9965323953663435,0.08218501621750629
0.05063429765969303,0.9973389880637954,0.08742200056533184
0.05267369428658282,0.995934073775316,0.08341491981182358
0.050245128570597514,1.0,0.09148240414697031
0.052763116726100054,0.9943013939944104,0.0824281644075257
0.050649173090413016,0.9945316086860263,0.07853379615228184
0.0580449972747341,0.9900755344299363,0.07068796635923644
0.06176985411880624,0.9914804487184159,0.061618689671910976
0.0627141226367973,0.9900755344299363,0.06325704475055102
0.06041665563373198,0.9900755344299363,0.06368462924916246
0.06032723319421475,0.9906738560209639,0.07851326686113785
0.06184440112760349,0.9914804487184159,0.09123708942423842
0.0626574466856244,0.9900755344299363,0.11726087130312614
0.05720949072566478,0.9918754063920284,0.12334042184910425
0.054379116010618136,0.9943013939944104,0.12341239766075
0.05063429765969303,0.9943013939944104,0.12155773567201007
0.05082301852729307,0.9973389880637954,0.1280599257984363
0.050723720099210265,0.9938177120901339,0.14365898414811706
0.0473740334810418,1.0,0.14263467175306482
0.0473740334810418,1.0,0.14071631791617473
0.03742296408814326,1.0,0.13047675544382414
0.050245128570597514,1.0,0.1264381744494591
0.04743153138867173,1.0,0.13760044082687692
0.05560367875943875,0.9938177120901339,0.14822083862961208
0.05076552061966315,0.9939289469293136,0.14974443571220514
0.05446853845013537,0.9961642884669317,0.1382962442660683
0.05817704219116128,0.9918194490500214,0.12705001856457035
0.05811954428353133,1.0,0.13155294808183027
0.05709365857893124,1.0,0.1366923326607689
0.04738942429427838,1.0,0.12793518174175209
0.05056693883474797,1.0,0.1305881981409969
0.05273119219421275,1.0,0.13228548116807667
0.05811954428353133,0.9975957776799791,0.14293469716130622
0.058250767243501464,0.9975957776799791,0.1387704768803523
0.05811954428353133,0.999712139365161,0.12596096507302038
0.05591885828259985,1.0,0.11902673656350228
0.06197562408757361,1.0,0.11696899778503346
0.07063019636107262,0.9847922874960678,0.12363778442123584
0.08465363140213583,0.7885830824707679,0.11277609422975389
0.08622539576353089,0.7750529195337267,0.10241993925018425
0.09241140115506838,0.7508278597147298,0.08409651860304312
0.08976214310727242,0.7878585398745521,0.06798105294211065
0.08992012100546198,0.7817449701434599,0.059674632189708865
0.08261876544318847,0.8370905802767673,0.05909538524183294
0.07833415748239972,0.8875348977705432,0.05865671040207704
0.07048693570051619,0.9825745131088288,0.061830424317361105
0.06296304418008128,0.999712139365161,0.0682155215155299
0.06625765800854094,0.9813793385889265,0.07843814510349528
0.07873697820758693,0.8609344850904703,0.0717788927978315
0.08971563645828907,0.7349641437295533,0.07159229844603104
0.0881360295548202,0.7177462195360537,0.072001049220427
0.07814672203639411,0.850692298897567,0.07864416169338892
0.06620098205736806,0.974100895660352,0.08471163156912997
0.05632783575514114,0.995934073775316,0.07834655158784853
0.058233718142334176,0.9931131284993213,0.0682872393400264
0.0627141226367973,0.9917587589924153,0.06435966090212997
0.06393599890098171,0.9900755344299363,0.07128194160872317
0.06040178020301197,0.9906738560209639,0.08278705621741694
0.054379116010618136,0.9943013939944104,0.10296187653135608
0.04670619946844254,1.0,0.11285954735130699
0.0473740334810418,1.0,0.11706365298195132
0.05659110363153842,0.9966620052002503,0.12368905827867842
0.05817704219116128,0.9927144559097757,0.13564967716543194
0.05426328386388457,0.9932329921632629,0.13834711046721493
0.04226358907582552,0.9964966557758348,0.14510688613111652
0.04737274237832005,0.9933701897185332,0.14504957401284244
0.05590035963876594,0.989335738181174,0.1718296990248213
0.06309658348257804,0.9848908759371968,0.18290928513339375
0.06847369317068493,0.96074366347495,0.18391030706489228
0.06814955218899114,0.9680354659608689,0.15264638321401525
0.06822327724133133,0.9666305516723894,0.14964856455392725
0.061901899035233424,0.9897142026929155,0.1487255854800187
0.05931611568611311,0.9838273144954762,0.15930132017817125
0.05868990404045511,0.9852322287839557,0.18329287359787022
0.05969775457543686,0.9846606612455809,0.1939008800684993
0.05783283432250272,0.984285422814083,0.20355502728064623
0.051252674601787285,0.9879308238926946,0.19370161829988963
0.04798263149504223,1.0,0.18524664107228983
0.043122399735831665,1.0,0.18721809634628267
0.04606539647878527,0.9987917066154084,0.2037036177180116
0.046174011789749086,0.9994663369291997,0.21247284711310518
0.04611651388211914,0.998894769390825,0.20700864071431935
0.03784097479796332,0.9997173163021871,0.20033240757360302
0.03396380927901156,0.9953477127893677,0.19314138854420448
0.03780144543816494,0.9957046672238129,0.174080955618511
0.05133774681316719,0.996890445964374,0.18353452571281417
0.055767270242215505,0.9894580883484297,0.17414688500267644
0.06303908557494811,0.9838273144954762,0.18209724158133633
0.0599179365097868,0.9860655755340604,0.18256367561820816
0.07109316747368026,0.8961112179410406,0.18246618382934793
0.07074985279559348,0.9473870697777678,0.18305764993251256
0.07109316747368026,0.9041151430953597,0.18145303164096727
0.062139215570350376,0.9838273144954762,0.18349213536647987
0.05931611568611311,0.9877319416249477,0.15405931038069587
0.054902541832472715,0.9939400622573896,0.14535460126880023
0.05446853845013537,0.9960564239425715,0.13226112714969093
0.05446853845013537,0.9960564239425715,0.12797678037301394
0.05811954428353133,0.9932354786665769,0.1340473773392085
0.06197562408757361,0.9918305643780975,0.14007393145393712
0.06278866964559453,0.9885350542325788,0.14500506341020294
0.0626574466856244,0.9889148696621148,0.15195875903314202
0.05795581264846181,0.9854534520582762,0.15431244912760178
0.0557097723345856,0.9855983188213004,0.1838392690374513
0.05465452117250223,0.9851908010371346,0.18645207244189524
0.0512046574166168,0.9865136395880156,0.20323850129571405
0.047755672370365515,0.9876447498854586,0.2050546828219767
0.040962622556502445,0.9938681997378269,0.19968317272081076
0.039877050807051895,0.9904372247991247,0.18173869515936225
0.04277266528992958,0.9936141224652895,0.1694624265643542
0.04544042513049509,0.9907212183950872,0.1491771287373022
0.04739501337859588,0.9844713065351496,0.13456797878911925
0.039488640567420505,0.998053551505823,0.11918222599897714
0.03725335668151698,1.0,0.1108425258199001
0.03725335668151698,1.0,0.10086387662355048
0.045382927222865174,0.9722984413093108,0.10134326454936855
0.042592279527015234,0.9657416394016963,0.08186210189542473
0.04240355865941518,0.998053551505823,0.08993206761925782
0.03941982042880769,0.9994584657943024,0.09049729616903976
0.04240355865941518,0.998053551505823,0.1015892754389444
0.03529299858819167,1.0,0.09404832434090493
0.03529299858819167,1.0,0.08980253593033982
0.03979991100528486,0.9970153561111192,0.10435669896267656
0.04745251128622581,0.9921820938467296,0.11890250935475281
0.05648086056912237,0.9821238595486314,0.1509918431917677
0.06097482147990892,0.9768395986314422,0.18043994610205627
0.059444344873877814,0.9746340886264115,0.21292739772381356
0.05135384088637493,0.9910661522392328,0.23145191738465662
0.04815107461535366,0.9967801889934613,0.22491416126977182
0.05135384088637493,0.9838081957462457,0.2114083815520171
0.054511244404201575,0.975650926370836,0.20032395420285326
0.055940041463501816,0.976381210345524,0.17510178445340932
0.056479569466400634,0.9856929386851772,0.14819989019403945
0.054153040801468516,0.9844438182692291,0.12846743077396663
0.052447619077433213,0.9844438182692291,0.11651777324835665
0.0473029888178592,0.9914326657917897,0.11219879900585625
0.0526946741841369,0.9844438182692291,0.10998224484069345
0.05672978211240633,0.984741389483054,0.11102624652952049
0.06811303417891527,0.9574318788980538,0.11107196333026394
0.07333839975713095,0.8798962180987703,0.12172670139773266
0.07339589766476087,0.8806456461537103,0.13207363795132926
0.07531359532738979,0.8413749852406163,0.13852634667952313
0.06853048664386927,0.9554929387374371,0.1723596465302095
0.063048864503042,0.9795663600663591,0.2002997933437197
0.05525054531472445,0.9839305459135014,0.20609033406649024
0.051111574070560786,0.9827457701193529,0.21137265825714663
0.045633343152218744,0.9824424463258683,0.19969751949679745
0.037634995570840685,0.9973290314371366,0.18627011603797206
0.03712083442039388,0.9998927838143269,0.14822496839787952
0.04544042513049509,0.9895465187982236,0.13847506825975345
0.05019238341581139,0.9963641826918437,0.13630786288164706
0.05026610846815158,0.9946809581293647,0.13431553197426438
0.04228772651268162,0.9992270676669872,0.13805444214885984
0.0371208426188251,1.0,0.14191619403673714
0.04090838301564671,0.9992270676669872,0.14260324676183703
0.045382927222865174,0.9964655504672594,0.1413020597340132
0.04739501337859588,0.9971769978639617,0.1373275543954566
0.046595956406026484,0.9971769978639617,0.13838107464243932
0.047263790418625745,0.9971769978639617,0.13388905958386257
0.05052405459727696,0.9905037695014183,0.12915686760019485
0.05519718180083005,0.9895326641078617,0.12215087112733164
0.057976792546015884,0.9854538490251328,0.11960597534139901
0.056402382763938386,0.9911640526693014,0.11658106794417192
0.05800930122111529,0.9851960726611897,0.12199918006392324
0.060217227945043625,0.9843906454774135,0.12422862079154323
0.06376907988739278,0.9863845377894774,0.13466241816739777
0.06591554250400823,0.9689432112777322,0.12438740406921939
0.06591554250400823,0.9694025111885839,0.11008575947955616
0.0631645871416547,0.9859622907769271,0.09057128322323171
0.05819802208871536,0.9859622907769271,0.07939592549072372
0.052563451224166766,0.9844438182692291,0.07962147201850311
0.047189243409828496,0.9914326657917897,0.07826177730943842
0.047263790418625745,0.9914326657917897,0.0798566956838608
0.05006033849938421,0.9889366260571926,0.07666643812358004
0.05573406821138657,0.9844438182692291,0.07335739347283465
0.05913132561489984,0.980217958704755,0.06957188554887628
0.060216990131798695,0.980217958704755,0.07724928835666617
0.06029153714059593,0.980217958704755,0.09066692734250376
0.06029153714059593,0.9816228729932345,0.10161635803010062
0.059164072103244175,0.980217958704755,0.0897834771818925
0.05410514131313254,0.9832548821308795,0.07951488533294337
0.0544000959081722,0.9901881503414012,0.08171632083490438
0.05445759381580213,0.9896547004365911,0.1026115000735615
0.05730569094025244,0.9876509278998395,0.11114781568590658
0.05907464966372694,0.9859622907769271,0.10290202964243195
0.06170164939008803,0.9804481733963709,0.10307213632387083
0.06254720362320834,0.9859622907769271,0.09690764234812016
0.05907464966372694,0.985428840872117,0.10351841907796044
0.05709924766324874,0.9876509278998395,0.10862727788109108
0.05629213970152232,0.9911438472587616,0.11448968233232429
0.05784556958604574,0.9872398281622852,0.12676384826213236
0.05814052418108541,0.9869179876942875,0.13500955183836919
0.05800930122111529,0.9876509278998395,0.129976846830541
0.06173415806518742,0.9863175445095069,0.13526517173449565
0.06391008177545678,0.985729051555938,0.1348837322848264
0.06173415806518742,0.9833124791869352,0.14097095789565098
0.0627359244908084,0.9838459290917452,0.14182238227568109
0.06587374198355532,0.9651746347620429,0.1403550959667783
0.06828353673948351,0.9579232735905551,0.12985617179496514
0.06829461496873036,0.9623451898515909,0.12399666595638752
0.06197562408757361,0.9875062267455825,0.12334042184910425
0.05907464966372694,0.9859622907769271,0.1319082124075366
0.055362212737052566,0.9906103973539515,0.13414138381206708
0.0544000959081722,0.9849732900741246,0.1224385135670281
0.05564488358511427,0.9842105790482399,0.11075969187907342
0.05907464966372694,0.9816228729932345,0.11095895364768307
0.061865381025157554,0.9886012122567664,0.11176672356896387
0.06029153714059593,0.9859622907769271,0.11445580887731366
0.055362212737052566,0.9844438182692291,0.10203894056959296
0.04735321285814298,0.9971769978639617,0.0819517577939424
0.04240355865941518,1.0,0.08224467153534576
0.03966868804531473,1.0,0.10086387662355048
0.04525170426289503,0.9971769978639617,0.10731335523564968
0.05032360637578151,0.9960858724178442,0.11082586599930463
0.05920587262369706,0.9859622907769271,0.11115222652698645
0.05907464966372694,0.9859622907769271,0.10910802411187695
0.05920587262369706,0.9859622907769271,0.10085832766524992
0.059073350362573954,0.9873672050654067,0.08093211799136713
0.065840995495211,0.9673992753090769,0.07996323246562664
0.06267842658317847,0.9859622907769271,0.08175019188981092
0.06029153714059593,0.9859622907769271,0.10177323661222726
0.057216268500735204,0.9882492494908672,0.10920230931894492
0.055677392260213676,0.9901881503414012,0.11043529733815347
0.05800930122111529,0.9876509278998395,0.11235332127362745
0.05814052418108541,0.9865606123679547,0.1125085090989458
0.05918359342499001,0.9875062267455825,0.112325561065891
0.060533003162982116,0.9881045483366101,0.10485251195535249
0.06199132147475066,0.9884619236629429,0.11671465005687921
0.06327483020407076,0.9876285769128381,0.12407366375565193
0.06401054590977896,0.9876285769128381,0.14018824564717675
0.06278866964559453,0.9858121120729508,0.148589039698382
0.06184440112760349,0.9864567968169405,0.1496894365321
0.06054278209107597,0.9869727768407724,0.12970226239480345
0.05811954428353133,0.9869381931048273,0.11050977746764394
0.06173415806518742,0.9859622907769271,0.10698608468405436
0.06173415806518742,0.9873672050654067,0.10129813641927131
0.06029153714059593,0.9859622907769271,0.07866796541587828
0.054283748378922095,0.9901881503414012,0.0754347371607974
0.050580730548449845,0.992390591099313,0.06999399512577101
0.05621759269272508,0.9901881503414012,0.07060435180565017
0.06589849340284093,0.9688041895975563,0.07469071557962934
0.0732638527483337,0.8877035901629573,0.07243553475003428
0.0754277691861926,0.846009936905373,0.06925728561964009
0.07537027127856266,0.8457797222137571,0.0704899478763438
0.07488801268358454,0.8563388022754213,0.0816439984671144
0.07468224271481719,0.8563388022754213,0.07307558742474438
0.07027968340643957,0.9475060888092356,0.07830993859303365
0.05781892206558449,0.9876509278998395,0.0743721516553024
0.047279181231862324,0.9971769978639617,0.07931349289210415
0.04255047900656235,1.0,0.09519898263766141
0.0506134770367942,0.9906966753070165,0.0942551636943943
0.05052405459727696,0.992390591099313,0.09448071022217369
0.04714795827189219,0.9966435479591518,0.09438268940828634
0.050150276321418025,0.99279413653147,0.10095826749693511
0.05573489016784362,0.9909375783963412,0.10817875851135364
0.06589456260645415,0.9706264358402111,0.11474758930793932
0.06810183320945508,0.9651082771846065,0.12484597213026881
0.06254161453889084,0.9900755344299363,0.12605676453436193
0.05566304310364896,0.9943013939944104,0.12337586968630902
0.058250767243501464,0.9900755344299363,0.11082712597614788
0.06040178020301197,0.9903057491215522,0.10655351054095587
0.06589456260645415,0.971512518962086,0.10922114242914573
0.0680920542813612,0.9712070282665668,0.11989548179319044
0.06852630206302268,0.9686245631903156,0.1281091667327403
0.06852630206302268,0.9686245631903156,0.12079236679511149
0.07036821390626977,0.9565799630347642,0.10249941190547857
0.06837803000188525,0.9686245631903156,0.07888504927684076
0.0627141226367973,0.9917082142108419,0.07881066838402745
0.06028594805627843,0.9993332722725011,0.07834523969844936
0.06822514367791162,0.9772375270810572,0.07856407452176489
0.08035936172382871,0.8010866800990123,0.06960435080759442
0.08409948188937065,0.7717671571478859,0.06812892484447247
0.08409356343028748,0.7885830824707679,0.06243028216269064
0.08055715654686757,0.8207124339988532,0.05705135817627188
0.08644580334977328,0.7912150876615108,0.05757409647348416
0.08637207829743311,0.7883734888549143,0.06552496072746611
0.08996215933915983,0.742567435059455,0.07378811372022956
0.08048435094810022,0.8588811021548779,0.07241023214294359
0.07038992646885561,0.9751676999750882,0.07855839499123513
0.06165402197207269,1.0,0.0769395128845814
0.054437658398371294,1.0,0.07949268339079132
0.05632783575514114,1.0,0.07802917430580475
0.059373613593743074,1.0,0.08266834836053771
0.07057900632323344,0.9657585877859469,0.10250292480437631
0.0749982557460006,0.8653686941631575,0.0983362816348354
0.07357986577951711,0.8931462783836779,0.08107871321383839
0.07337409581074976,0.9070524319427296,0.07753478216712834
0.06828077514896128,0.9678633477930796,0.0824278999094567
